id,link,text,date,retweets,favorites,mentions,hashtags,geo
2614325575,https://twitter.com/realDonaldTrump/status/2614325575,"""Be aware of things that seem inexplicable because they can be a big step towards innovation."" --Donald J. Trump http://tinyurl.com/pqpfvm",7/13/2009 16:03,14,27,,,
2650952843,https://twitter.com/realDonaldTrump/status/2650952843,Donald Trump backs 'Apprentice' Randal Pinkett for N.J. Lieutenant Governor: http://tinyurl.com/mvovzb,7/15/2009 15:40,6,6,,,
2779566791,https://twitter.com/realDonaldTrump/status/2779566791,"Congrats to winners from around the world who entered the ""Think Like A Champion"" signed book/keychain contest! http://tinyurl.com/pqpfvm",7/22/2009 17:32,9,10,,,
2891870497,https://twitter.com/realDonaldTrump/status/2891870497,Check out a list of Donald Trump's books for summer reading at the Trump University Blog: http://tinyurl.com/knyswt,7/28/2009 17:50,30,26,,,
3124382438,https://twitter.com/realDonaldTrump/status/3124382438,Browse Donald Trump's Summer Reading List for Business Success at the Trump University Blog: http://tinyurl.com/n5468r,8/4/2009 15:50,32,18,,,
3246382217,https://twitter.com/realDonaldTrump/status/3246382217,"""Think. That’s the first step. Use all your power to utilize and develop that capability"" --Donald J. Trump http://tinyurl.com/pqpfvm",8/11/2009 16:50,27,26,,,
3308367056,https://twitter.com/realDonaldTrump/status/3308367056,Ivanka is now on Twitter - You can follow her @ IvankaTrump - Have a terrific weekend!,8/14/2009 16:33,34,35,@,,
3427503309,https://twitter.com/realDonaldTrump/status/3427503309,-- Watch Donald Trump's recent appearance on The Late Show with David Letterman: http://tinyurl.com/klts6b,8/20/2009 15:43,4,8,,,
3450626731,https://twitter.com/realDonaldTrump/status/3450626731,"Watch the Miss Universe competition LIVE from the Bahamas - Sunday, 8/23 @9pm (ET) on NBC: http://tinyurl.com/mrzad9",8/21/2009 16:32,15,6,@9pm,,
3498743628,https://twitter.com/realDonaldTrump/status/3498743628,Reminder: The Miss Universe competition will be LIVE from the Bahamas - Tonight @9pm (EST) on NBC: http://tinyurl.com/mrzad9,8/23/2009 23:12,10,12,@9pm,,
3627328938,https://twitter.com/realDonaldTrump/status/3627328938,- Donald Trump bids to buy the Oreo Double Stuf Racing League. Check it out: http://www.nabiscoworld.com/oreo/dsrl/home.aspx,8/29/2009 18:23,264,373,,,
3688564134,https://twitter.com/realDonaldTrump/status/3688564134,"- More hysterical DSRL videos featuring Donald Trump and ""Double Trump"" plus enter Golden Lick Race Sweepstakes: http://tinyurl.com/6asujj",9/1/2009 15:55,56,58,,,
3982428551,https://twitter.com/realDonaldTrump/status/3982428551,Read Donald Trump's Top Ten Tips for Success: http://tinyurl.com/mcn8yl,9/14/2009 17:50,29,36,,,
4472353826,https://twitter.com/realDonaldTrump/status/4472353826,"""A lot of people have imagination, but can't execute--you have to execute with the imagination."" --Donald J. Trump http://tinyurl.com/pqpfvm",9/29/2009 17:28,58,80,,,
4629116949,https://twitter.com/realDonaldTrump/status/4629116949,"- Read what Donald Trump has to say about daughter Ivanka's upcoming new book, The Trump Card: http://tinyurl.com/ycsqmda",10/5/2009 16:37,8,8,,,
4862580190,https://twitter.com/realDonaldTrump/status/4862580190,Watch video of Ivanka Trump sharing business advice with 4 entrepreneurial women on GMA: http://tinyurl.com/yk6hlfo,10/14/2009 16:13,11,10,,,
5069623974,https://twitter.com/realDonaldTrump/status/5069623974,"Hear Donald Trump discuss big gov spending, banks, & taxes on Your World w/Neil Cavuto: http://tinyurl.com/yhnzd7p",10/22/2009 15:57,6,5,,,
5203117820,https://twitter.com/realDonaldTrump/status/5203117820,"--From Donald Trump: ""Ivanka and Jared’s wedding was spectacular, and they make a beautiful couple. I’m a very proud father.""",10/27/2009 16:31,8,11,,,
5364614040,https://twitter.com/realDonaldTrump/status/5364614040,#NAME?,11/2/2009 15:57,12,10,,,
5775731054,https://twitter.com/realDonaldTrump/status/5775731054,"Donald Trump Partners with TV1 on New Reality Series Entitled, Omarosa's Ultimate Merger: http://tinyurl.com/yk5m3lc",11/16/2009 22:06,16,5,,,
6090839867,https://twitter.com/realDonaldTrump/status/6090839867,Wishing you and yours a very Happy and Bountiful Thanksgiving!,11/26/2009 20:55,221,573,,,
6312794445,https://twitter.com/realDonaldTrump/status/6312794445,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat http://bit.ly/sqvQq,12/3/2009 20:39,40,8,,,
6971079756,https://twitter.com/realDonaldTrump/status/6971079756,"From Donald Trump: Wishing everyone a wonderful holiday & a happy, healthy, prosperous New Year. Let’s think like champions in 2010!",12/23/2009 18:38,226,233,,,
7677152231,https://twitter.com/realDonaldTrump/status/7677152231,"Celebrity Apprentice returns to NBC, Sunday, 3/14, 9-11PM ET/PT. Outstanding list of celebrities & season should be the best one yet!",1/12/2010 19:05,29,9,,,
7793032738,https://twitter.com/realDonaldTrump/status/7793032738,Trump Tycoon App for iPhone & iPod Touch - It's $2.99 but the advice is priceless! http://bit.ly/UGUF0,1/15/2010 17:28,262,305,,,
8033746720,https://twitter.com/realDonaldTrump/status/8033746720,"from Donald Trump: ""I saw Lady Gaga last night and she was fantastic!""",1/21/2010 17:58,8957,8117,,,
8083871612,https://twitter.com/realDonaldTrump/status/8083871612,"Golf Channel & Donald Trump's World of Golf host a Celebrity Match 1/25 @TNGC LA, CA - Mark Wahlberg vs. Kevin Dillon http://bit.ly/4MubN6",1/22/2010 21:51,18,3,#NAME?,,
8770493686,https://twitter.com/realDonaldTrump/status/8770493686,"Superbowl Sunday is a great American tradition. The Colts and Saints are already champions, but may the best team win!",2/7/2010 17:54,31,21,,,
8905123688,https://twitter.com/realDonaldTrump/status/8905123688,Donald Trump appearing today on CNN International’s ‘Connect the World’ as ‘Connector of the Day’. Submit questions: http://bit.ly/bPiP7T,2/10/2010 16:17,12,5,,,
8975219053,https://twitter.com/realDonaldTrump/status/8975219053,Donald Trump appeared on the final episode of The Jay Leno Show to deliver a very special message: http://bit.ly/cv1En7,2/11/2010 20:57,19,4,,,
9696989458,https://twitter.com/realDonaldTrump/status/9696989458,"From Donald Trump: “I’m so proud of my wife Melania and the launch of her new jewelry line, to debut on QVC on April 30th at 9 p.m.”",2/26/2010 22:18,28,23,,,
10027087487,https://twitter.com/realDonaldTrump/status/10027087487,From Donald Trump: Andrea Bocelli @Mar-a-Lago - Many say best night of entertainment in long history of Palm Beach http://bit.ly/2fNgOz,3/5/2010 15:51,11,10,#NAME?,,
10388634535,https://twitter.com/realDonaldTrump/status/10388634535,"The Celebrity Apprentice has a two-hour premiere this Sunday, March 14th, at 9 p.m. on NBC. This will be the best season yet, see you then!",3/12/2010 21:30,25,9,,,
10528960360,https://twitter.com/realDonaldTrump/status/10528960360,The new season of the Celebrity Apprentice is off to a great start-- last night it swept the 10 p.m. hour in every key demographic.,3/15/2010 19:21,27,7,,,
10625708767,https://twitter.com/realDonaldTrump/status/10625708767,Olympic Gold Medalist Evan Lysacek just left my office. He is in town and wanted to meet me--he's a fanastic guy and a true champion.,3/17/2010 16:14,17,8,,,
10683036402,https://twitter.com/realDonaldTrump/status/10683036402,I am happy to announce that theoriginal Apprentice --which will offer job opportunities to those in need--is coming back.,3/18/2010 19:17,47,15,,,
10723856371,https://twitter.com/realDonaldTrump/status/10723856371,Last week's episode of the Celebrity Apprentice set the stage for a great new season. Tune in this Sunday on NBC for even more excitement.,3/19/2010 15:08,14,3,,,
10932826995,https://twitter.com/realDonaldTrump/status/10932826995,"The Trump Hotel Collection is currently nominated for Conde Nast Traveler Readers Choice Awards, Travel & Leisure and World Travel Awards.",3/23/2010 17:26,19,11,,,
10988912416,https://twitter.com/realDonaldTrump/status/10988912416,The original Apprentice is coming back--do you have what it takes to be the next Apprentice? For casting details: http://tinyurl.com/yly2c8u,3/24/2010 18:13,49,17,,,
11266002473,https://twitter.com/realDonaldTrump/status/11266002473,"The NYC casting call for The Apprentice is thisThursday, April 1 at Trump Tower. For all the information you need, go to NBC.com/casting.",3/29/2010 21:31,32,34,,,
11366768299,https://twitter.com/realDonaldTrump/status/11366768299,Don't forget the open call at Trump Tower tomorrow for The Apprentice. I look forward to seeing you there.,3/31/2010 15:41,23,7,,,
11439299597,https://twitter.com/realDonaldTrump/status/11439299597,"Today's open call drew thousands of eager applicants. It was an impressive group, I enjoyed meeting them. We've got some great candidates!",4/1/2010 20:51,11,5,,,
11698350863,https://twitter.com/realDonaldTrump/status/11698350863,"Last night Melania and I attended the Skating with the Stars Gala at Wollman Rink in Central Park, it was fantastic. Stay tuned for Part 2..",4/6/2010 15:33,5,5,,,
11701179384,https://twitter.com/realDonaldTrump/status/11701179384,"Then we attended the Scottish fashion show that benefits veterans, Dressed to Kilt 2010, which I co-hosted with Sir Sean and Lady Connery.",4/6/2010 16:34,14,10,,,
11710963303,https://twitter.com/realDonaldTrump/status/11710963303,"My bestselling book from last April, Think Like a Champion, is now available in paperback. It's inspiring, entertaining, and a great read.",4/6/2010 20:08,24,11,,,
11782136751,https://twitter.com/realDonaldTrump/status/11782136751,Trump SoHo opens this Friday and it is fantastic! Check out the Trump Hotel Collection... http://www.trump.com/,4/7/2010 21:23,15,4,,,
11889453121,https://twitter.com/realDonaldTrump/status/11889453121,This is a terrific day for downtown New York. Trump SoHo is unlike anything else. Be sure to visit this fantastic hotel soon!,4/9/2010 18:36,14,9,,,
12057473512,https://twitter.com/realDonaldTrump/status/12057473512,"The premiere of ""Donald J. Trump's Fabulous World of Golf"" is tomorrow night at 9 p.m. ET on Golf Channel. Tune in for a great adventure!",4/12/2010 19:37,17,7,,,
12104502409,https://twitter.com/realDonaldTrump/status/12104502409,Looking forward to seeing the World Champion Yankees today on opening day!,4/13/2010 15:49,94,46,,,
12183298109,https://twitter.com/realDonaldTrump/status/12183298109,"""Before Kids Can Go Places, They Need a Place To Go"" -- the motto of The Police Athletic League, an organization I'm very proud to support",4/14/2010 22:49,34,19,,,
12290268118,https://twitter.com/realDonaldTrump/status/12290268118,"On Sunday, Jerome Bettis 'the bus' from the Pittsburgh Steelers will play at Trump Int'l Golf Club/Palm Beach against Julius Erving 'Dr J'",4/16/2010 17:55,17,9,,,
12535153342,https://twitter.com/realDonaldTrump/status/12535153342,Tune in to The Marriage Ref onThursday night at 10 p.m. on NBC--I'm on the panel of experts along with Gloria Estefan & Adam Carolla.,4/20/2010 22:12,133,133,,,
12580081834,https://twitter.com/realDonaldTrump/status/12580081834,Melania and I saw American Idiot on Broadway last night and it was great. An amazing theatrical experience!,4/21/2010 16:43,3321,5260,,,
12642103351,https://twitter.com/realDonaldTrump/status/12642103351,Melania and I will be appearing on The View tomorrow at 11 a.m. on CBS. Tune in for some great fun!,4/22/2010 16:31,24,7,,,
12707966134,https://twitter.com/realDonaldTrump/status/12707966134,"To put on your calendar for May: Miss USA 2010, live from Las Vegas on May 16th, 7 p.m. ET on NBC. I'll be there--tune in for a great show!",4/23/2010 17:22,29,4,,,
12884286007,https://twitter.com/realDonaldTrump/status/12884286007,Our thoughts and prayers remain with Bret Michaels and his family and for his speedy recovery.,4/26/2010 15:58,68,16,,,
13008593779,https://twitter.com/realDonaldTrump/status/13008593779,"Melania and I will be appearing on Larry King Live tonight, 9 p.m. on CNN. Be sure to tune in for some great conversation!",4/28/2010 16:13,16,11,,,
13074208628,https://twitter.com/realDonaldTrump/status/13074208628,Melania will be on QVC tomorrow night at 9 p.m. ET to introduce her beautiful and inspiring Melania Timepieces & Fashion Jewelry collection.,4/29/2010 17:22,31,16,,,
13136246779,https://twitter.com/realDonaldTrump/status/13136246779,Be sure to look for my beautiful wife Melania Trump tonight on QVC at 9 pm ET where she will be debuting her fantastic jewelry collection.,4/30/2010 17:53,20,8,,,
13314283231,https://twitter.com/realDonaldTrump/status/13314283231,"Looking forward to the 2010 Miss USA Pageant, Sunday May 16 on NBC, 7 p.m. ET, hosted by Curtis Stone and Natalie Morales.",5/3/2010 18:35,11,5,,,
13314425371,https://twitter.com/realDonaldTrump/status/13314425371,Also appearing on the Miss USA Pageant will be Country Superstar Trace Adkins and Pop Rock Sensation Boys Like Girls...,5/3/2010 18:38,17,14,,,
13314652289,https://twitter.com/realDonaldTrump/status/13314652289,Providing backstage commentary at the Miss USA Pageant will be comedic mother-daughter duo Joan and Melissa Rivers. A fantastic lineup!,5/3/2010 18:43,8,9,,,
13444373897,https://twitter.com/realDonaldTrump/status/13444373897,We're all very happy to hear of Bret Michael's progress and send our best wishes for his full recovery.,5/5/2010 21:57,43,11,,,
13936645875,https://twitter.com/realDonaldTrump/status/13936645875,"Looking forward to the 2010 Miss USA Pageant, Sunday May 16 on NBC, 7 p.m. ET, hosted by Curtis Stone & Natalie Morales live from Las Vegas.",5/13/2010 23:53,22,7,,,
14171725850,https://twitter.com/realDonaldTrump/status/14171725850,"Congratulations to our new Miss USA, the beautiful Rima Fakih. Rima will represent us well at Miss Universe and be a wonderful Miss USA .",5/17/2010 18:48,105,167,,,
14305093521,https://twitter.com/realDonaldTrump/status/14305093521,Put this on your calendar: The Celebrity Apprentice live finale is this Sunday at 9 p.m. on NBC. Who will be the next Celebrity Apprentice?,5/19/2010 18:58,22,6,,,
14364932158,https://twitter.com/realDonaldTrump/status/14364932158,"Check out Ivanka's new FaceBook page and keep up with what's happening--from The Celebrity Apprentice, to jewlery to free tickets and more..",5/20/2010 16:33,34,43,,,
14371483646,https://twitter.com/realDonaldTrump/status/14371483646,The latest update on Bret Michaels is that he's making every effort to attend the live finale of Celebrity Apprentice on Sunday--so tune in!,5/20/2010 18:22,23,6,,,
14429237277,https://twitter.com/realDonaldTrump/status/14429237277,Who's your pick-- @ bretmichaels or @ hollyrpeete ? Vote now on Ivanka's new Facebook page! http://ow.ly/1NfMt,5/21/2010 15:54,18,21,@ @,,
14628551705,https://twitter.com/realDonaldTrump/status/14628551705,"Congratulations to Bret Michaels, the new Celebrity Apprentice. Bret's a true champion, all of us were happy to see him and to see him win!",5/24/2010 17:03,57,20,,,
14691984203,https://twitter.com/realDonaldTrump/status/14691984203,Ivanka caught up with Bret and Holly backstage. Both Bret and Holly were champions all the way. http://bit.ly/ckmKKU,5/25/2010 15:16,16,11,,,
14700122010,https://twitter.com/realDonaldTrump/status/14700122010,The ratings for the Celebrity Apprentice were fantastic and everyone had a great time. It was a terrific season -- congrats to everyone!,5/25/2010 17:31,14,7,,,
14764340745,https://twitter.com/realDonaldTrump/status/14764340745,"Scotland is beautiful. I spent several years looking for the right place, visiting over 200 sites, and this is absolutely the right place!",5/26/2010 15:51,25,11,,,
14785010269,https://twitter.com/realDonaldTrump/status/14785010269,"The North Coast of Scotland is spectacular--the sea, the sand dunes, the rolling bluffs--we walked the course and it is fantastic.",5/26/2010 21:59,16,8,,,
14848387814,https://twitter.com/realDonaldTrump/status/14848387814,"The Dunes here are amazing, and they're how I learned about geomorphology, which is the study of movement landforms. We've had a great trip",5/27/2010 19:24,672,1707,,,
14917052148,https://twitter.com/realDonaldTrump/status/14917052148,"Wishing everyone a Happy Memorial Day Weekend, with a special thought for all the veterans who have done so much for our freedom.",5/28/2010 18:24,52,32,,,
15275512684,https://twitter.com/realDonaldTrump/status/15275512684,I'll be turning the table on Larry King this Saturday night. I'll be interviewing him in honor of the 25th Anniversary of his show.,6/2/2010 22:37,29,10,,,
15418820627,https://twitter.com/realDonaldTrump/status/15418820627,Checking out the course at TNGC Westchester and it is fantastic. Should be a great season. http://www.trumpnationalwestchester.com/,6/4/2010 16:22,12,3,,,
15433442939,https://twitter.com/realDonaldTrump/status/15433442939,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest. http://larrykinglive.blogs.cnn.com/",6/4/2010 20:08,22,6,,,
15518022208,https://twitter.com/realDonaldTrump/status/15518022208,Tonight I trade places with Larry King @ kingsthings and interview him on the 25th anniversary of his show. 9PM on CNN featuring best clips.,6/6/2010 1:33,33,7,@,,
15725359599,https://twitter.com/realDonaldTrump/status/15725359599,I am honored to be chosen by Gray Line for their NY Ride of Fame Campaign. Today we had the ribbon cutting ceremony in front of Trump Tower.,6/8/2010 20:55,15,11,,,
15780161325,https://twitter.com/realDonaldTrump/status/15780161325,Check out Gray Line's site for the Donald Trump Ride of Fame... http://www.newyorksightseeing.com/,6/9/2010 15:03,10,5,,,
15782670445,https://twitter.com/realDonaldTrump/status/15782670445,"Rima Fakih, our beautiful Miss USA, rode with me on the Gray Line Ride of Fame yesterday... http://www.missuniverse.com/missusa",6/9/2010 15:46,10,4,,,
15860673821,https://twitter.com/realDonaldTrump/status/15860673821,WSJ covers Ride of Fame http://online.wsj.com/article/SB10001424052748704575304575297082506166258.html?mod=WSJ_NY_RealEstate_MIDDLE_LSMini,6/10/2010 18:10,12,5,,,
16225665355,https://twitter.com/realDonaldTrump/status/16225665355,"Had a fantastic dinner last night at Quattro, in the Trump SoHo Hotel. It's already one of the hottest new restaurants in the city.",6/15/2010 15:49,14,6,,,
16225838646,https://twitter.com/realDonaldTrump/status/16225838646,And Trump SoHo New York is one of the hottest new hotels anywhere.... http://www.trump.com/Hotel_Collection/Trump_SoHo/Trump_SoHo.asp,6/15/2010 15:51,19,6,,,
16393424310,https://twitter.com/realDonaldTrump/status/16393424310,"Tune in tonight at 9 pm on TV One for ""The Ultimate Merger"" starring the one and only Omarosa and twelve brave bachelors ...",6/17/2010 16:36,35,19,,,
16393566152,https://twitter.com/realDonaldTrump/status/16393566152,The Ultimate Merger: http://www.nydailynews.com/entertainment/tv/2010/06/17/2010-06-17_omarosa_is_back_and_this_time_its_personal.html,6/17/2010 16:38,21,7,,,
16692957931,https://twitter.com/realDonaldTrump/status/16692957931,Tonight be sure to watch Melania and Ivanka on Larry King Live for a Celebrity Relief Telethon http://larrykinglive.blogs.cnn.com/,6/21/2010 15:18,21,4,,,
16700609758,https://twitter.com/realDonaldTrump/status/16700609758,"For more information on tonight's two hour telethon, 8 to 10 p.m.: http://twitter.com/kingsthings",6/21/2010 17:18,16,4,,,
16781267906,https://twitter.com/realDonaldTrump/status/16781267906,Great job on the Larry King Live Gulf Telethon last night--$1.3 million was raised in 2 hours.,6/22/2010 18:09,23,8,,,
16951303040,https://twitter.com/realDonaldTrump/status/16951303040,"The Eric Trump Foundation has raised over $1,000,000 towards St. Jude Children's Research Hospital. http://twitter.com/EricTrumpFdn",6/24/2010 20:44,52,37,,,
17254625071,https://twitter.com/realDonaldTrump/status/17254625071,"""Trading Shots with Donald Trump""--a great article in the Wall Street Journal http://bit.ly/c9eZbq",6/28/2010 16:22,26,10,,,
17494917112,https://twitter.com/realDonaldTrump/status/17494917112,Work is expected to begin today on my golf course in Scotland. It will be spectacular! http://bit.ly/blp1Tq,7/1/2010 16:11,23,9,,,
17572473837,https://twitter.com/realDonaldTrump/status/17572473837,Wishing everyone a wonderful Independence Day weekend. We have a lot to be thankful for.,7/2/2010 15:41,35,15,,,
17580961111,https://twitter.com/realDonaldTrump/status/17580961111,"Due to popular demand, CNN will re-broadcast the Larry King Live show I hosted in June, in which I interview Larry. Monday July 5, 9 pm CNN",7/2/2010 17:27,40,21,,,
17872565508,https://twitter.com/realDonaldTrump/status/17872565508,The new edition of The Apprentice will be on Thursdays this fall at 10 pm ET---I'm putting people back to work!,7/6/2010 16:52,46,6,,,
18531733257,https://twitter.com/realDonaldTrump/status/18531733257,George Steinbrenner was a great friend and a true legend. There will never be anyone like him in New York. We've lost a truly great man.,7/14/2010 18:28,92,54,,,
18941700846,https://twitter.com/realDonaldTrump/status/18941700846,Visited some very beautiful golf courses this weekend...this is one...http://www.trump.com/Golf_Clubs/Hudson_Valley/Hudson_Valley.asp,7/19/2010 22:29,14,4,,,
18941891817,https://twitter.com/realDonaldTrump/status/18941891817,and here's another....http://www.trump.com/Golf_Clubs/Colts_Neck/Colts_Neck.asp,7/19/2010 22:36,10,2,,,
18943266082,https://twitter.com/realDonaldTrump/status/18943266082,and yet another ...all of them are spectacular. http://www.trump.com/Golf_Clubs/Westchester/Westchester.asp,7/19/2010 23:03,10,4,,,
19000595542,https://twitter.com/realDonaldTrump/status/19000595542,"I'm proud to accept the 2010 HollyRod Foundation Humanitarian Award from Holly Robinson Peete, who raised $700,000 on Celebrity Apprentice",7/20/2010 17:10,77,15,,,
19854825601,https://twitter.com/realDonaldTrump/status/19854825601,Could this be my newest apprentice? http://www.youtube.com/user/MattressSerta ...Enter the contest .. .http://www.facebook.com/sertamattress,7/29/2010 23:03,26,9,,,
19855081470,https://twitter.com/realDonaldTrump/status/19855081470,I'm helping the Serta Counting Sheep get back to work. Enter the contest http://www.facebook.com/sertamattress and win a trip to Las Vegas..,7/29/2010 23:07,42,26,,,
19855387501,https://twitter.com/realDonaldTrump/status/19855387501,and stay at the fantastic Trump International Hotel Las Vegas ...http://www.trump.com/Hotel_Collection/Trump_Las_Vegas/Trump_Las_Vegas.asp,7/29/2010 23:13,20,5,,,
19918744500,https://twitter.com/realDonaldTrump/status/19918744500,Enter the contest....http://www.facebook.com/sertamattress...and stay at Trump International Hotel Las Vegas,7/30/2010 17:41,28,6,,,
20307423177,https://twitter.com/realDonaldTrump/status/20307423177,"The Miss Universe Pageant will be on August 23 (9-11 p.m. on NBC, ET) with Bret Michaels and Natalie Morales to co-host, live from Las Vegas",8/4/2010 16:15,40,7,,,
20307691790,https://twitter.com/realDonaldTrump/status/20307691790,"Performing live on the Miss Universe Pageant from the Mandalay Bay Resort & Casino will be Telemundo, Orianthi, John Legend and The Roots.",8/4/2010 16:19,34,7,,,
20708393094,https://twitter.com/realDonaldTrump/status/20708393094,Mark your calenders for August 23rd: http://www.missuniverse.com/,8/9/2010 15:38,43,7,,,
